#SampleID	tube.number	empty.tube.weight..mg.	full.tube.weight..mg.	sample.weight..mg.	volume.of.water.for.homogenization..50.mg.in.125.uL.	volume.of.methnanol.for.homogenization..50.mg.in.125.uL..minus.10.uL.volume.removed.for.DNA..except.for.samples.below.60.ul.	final.volume_aq	volume.plated_aq	DCM.MeOH.volume..50.mg.in.250.uL.	volume.plated_org	mouse.number	study	sample.type	position	Organ_Position	Digitzed_Organ_Position	days.post.infection	condition	Organ_Posotion_condition_days	imaging.plate.position	collection.date	luminescence_counts	well_Pos
GIMap_P2_LI_Aq.Org_Mixed_G11.mzXML.Peak.area	635	1038.3	1129.4	91.1	227.75	217.75	445.5	110	455.5	100	m38	GI map rep 2	large intestine	A	large intestine_A	11	89	uninfected	large intestine_A_uninfected_89	A5	july 11 2017	67.66	P2_G11
GIMap_P2_LI_Aq.Org_Mixed_G12.mzXML.Peak.area	636	1048.1	1178.9	130.8	327	317	644	110	654	100	m38	GI map rep 2	cecum	NA	cecum_NA	10	89	uninfected	cecum_NA_uninfected_89	A6	july 11 2017	63.52	P2_G12
GIMap_P3_SI_Aq.Org_Mixed_F6.mzXML.Peak.area	638	1044.5	1126.6	82.1	205.25	195.25	400.5	110	410.5	100	m38	GI map rep 2	small intestine	F	small intestine_F	9	89	uninfected	small intestine_F_uninfected_89	A8	july 11 2017	40.38	P3_F6
GIMap_P3_SI_Aq.Org_Mixed_F7.mzXML.Peak.area	639	1033.7	1143.4	109.7	274.25	264.25	538.5	110	548.5	100	m38	GI map rep 2	small intestine	E	small intestine_E	8	89	uninfected	small intestine_E_uninfected_89	A9	july 11 2017	39.21	P3_F7
GIMap_P1_SI_Org_A12.mzXML.Peak.area	64	1015.3	1325.3	310	775	765	1540	110	1550	100	m4	GI map rep 1	small intestine	B/a	small intestine_B/a	5	12	uninfected	small intestine_B/a_uninfected_12	F5	42844	44.61	P1_A12
GIMap_P3_SI_Aq.Org_Mixed_F8.mzXML.Peak.area	640	1051.4	1280.7	229.3	573.25	563.25	1136.5	110	1146.5	100	m38	GI map rep 2	small intestine	D	small intestine_D	7	89	uninfected	small intestine_D_uninfected_89	A10	july 11 2017	0.1524	P3_F8
GIMap_P3_SI_Aq.Org_Mixed_F9.mzXML.Peak.area	641	1028.2	1338.8	310.6	776.5	766.5	1543	110	1553	100	m38	GI map rep 2	small intestine	C	small intestine_C	6	89	uninfected	small intestine_C_uninfected_89	A11	july 11 2017	46.38	P3_F9
GIMap_P3_SI_Aq.Org_Mixed_F10.mzXML.Peak.area	642	1036.8	1437.2	400.4	1001	991	1992	110	1002	100	m38	GI map rep 2	small intestine	B/a	small intestine_B/a	5	89	uninfected	small intestine_B/a_uninfected_89	A12	july 11 2017	48.81	P3_F10
GIMap_P3_Aq.Org_Mixed_D10.mzXML.Peak.area	644	1037.6	1139.5	101.9	254.75	244.75	499.5	110	509.5	100	m38	GI map rep 2	stomach	C	stomach_C	4	89	uninfected	stomach_C_uninfected_89	B2	july 11 2017	42.88	P3_D10
GIMap_P3_Aq.Org_Mixed_D11.mzXML.Peak.area	645	1038.5	1123.9	85.4	213.5	203.5	417	110	427	100	m38	GI map rep 2	stomach	B	stomach_B	3	89	uninfected	stomach_B_uninfected_89	B3	july 11 2017	8.885	P3_D11
GIMap_P3_Aq.Org_Mixed_D12.mzXML.Peak.area	646	1050	1105.4	55.4	138.5	128.5	267	110	277	100	m38	GI map rep 2	stomach	A	stomach_A	2	89	uninfected	stomach_A_uninfected_89	B4	july 11 2017	31.48	P3_D12
P1_Aq.Org_Mixed_C12.mzXML.Peak.area	647	1033.5	1067.3	33.8	84.5	84.5	169	110	169	100	m38	GI map rep 2	oesophagus	NA	oesophagus_NA	1	89	uninfected	oesophagus_NA_uninfected_89	B5	july 11 2017	4.852	P1_C12
GIMap_P2_LI_Aq.Org_Mixed_H2.mzXML.Peak.area	650	1050.9	1109.7	58.8	147	137	284	110	294	100	m39	GI map rep 2	large intestine	C	large intestine_C	13	89	uninfected	large intestine_C_uninfected_89	B8	july 11 2017	232.8	P2_H2
GIMap_P2_LI_Aq.Org_Mixed_H3.mzXML.Peak.area	651	1043.6	1117.4	73.8	184.5	174.5	359	110	369	100	m39	GI map rep 2	large intestine	B	large intestine_B	12	89	uninfected	large intestine_B_uninfected_89	B9	july 11 2017	36.67	P2_H3
GIMap_P2_LI_Aq.Org_Mixed_H4.mzXML.Peak.area	652	1033.3	1127.5	94.2	235.5	225.5	461	110	471	100	m39	GI map rep 2	large intestine	A	large intestine_A	11	89	uninfected	large intestine_A_uninfected_89	B10	july 11 2017	59.83	P2_H4
GIMap_P2_LI_Aq.Org_Mixed_H5.mzXML.Peak.area	653	1035.2	1187.2	152	380	370	750	110	760	100	m39	GI map rep 2	cecum	NA	cecum_NA	10	89	uninfected	cecum_NA_uninfected_89	B11	july 11 2017	32.91	P2_H5
GIMap_P3_SI_Aq.Org_Mixed_F12.mzXML.Peak.area	655	1041.5	1093.9	52.4	131	121	252	110	262	100	m39	GI map rep 2	small intestine	F	small intestine_F	9	89	uninfected	small intestine_F_uninfected_89	C1	july 11 2017	47.74	P3_F12
GIMap_P3_SI_Aq.Org_Mixed_G1.mzXML.Peak.area	656	1028	1125.1	97.1	242.75	232.75	475.5	110	485.5	100	m39	GI map rep 2	small intestine	E	small intestine_E	8	89	uninfected	small intestine_E_uninfected_89	C2	july 11 2017	9.687	P3_G1
GIMap_P3_SI_Aq.Org_Mixed_G2.mzXML.Peak.area	657	1033.7	1250.5	216.8	542	532	1074	110	1084	100	m39	GI map rep 2	small intestine	D	small intestine_D	7	89	uninfected	small intestine_D_uninfected_89	C3	july 11 2017	71.05	P3_G2
GIMap_P3_SI_Aq.Org_Mixed_G3.mzXML.Peak.area	658	1034.2	1324.2	290	725	715	1440	110	450	100	m39	GI map rep 2	small intestine	C	small intestine_C	6	89	uninfected	small intestine_C_uninfected_89	C4	july 11 2017	10.97	P3_G3
GIMap_P3_SI_Aq.Org_Mixed_G4.mzXML.Peak.area	659	1035.7	1391.9	356.2	890.5	880.5	1771	110	781	100	m39	GI map rep 2	small intestine	B/a	small intestine_B/a	5	89	uninfected	small intestine_B/a_uninfected_89	C5	july 11 2017	44.78	P3_G4
GIMap_P3_Aq.Org_Mixed_E2.mzXML.Peak.area	661	1041.8	1247	205.2	513	503	1016	110	1026	100	m39	GI map rep 2	stomach	C	stomach_C	4	89	uninfected	stomach_C_uninfected_89	C7	july 11 2017	58.02	P3_E2
GIMap_P3_Aq.Org_Mixed_E3.mzXML.Peak.area	662	1051	1132.2	81.2	203	193	396	110	406	100	m39	GI map rep 2	stomach	B	stomach_B	3	89	uninfected	stomach_B_uninfected_89	C8	july 11 2017	36.13	P3_E3
GIMap_P3_Aq.Org_Mixed_E4.mzXML.Peak.area	663	1033.5	1061.6	28.1	70.25	60.25	130.5	110	140.5	100	m39	GI map rep 2	stomach	A	stomach_A	2	89	uninfected	stomach_A_uninfected_89	C9	july 11 2017	30.4	P3_E4
GIMap_P2_LI_Aq.Org_Mixed_H7.mzXML.Peak.area	667	1038.1	1100.7	62.6	156.5	146.5	303	110	313	100	m40	GI map rep 2	large intestine	C	large intestine_C	13	89	uninfected	large intestine_C_uninfected_89	D1	july 11 2017	8.991	P2_H7
GIMap_P2_LI_Aq.Org_Mixed_H8.mzXML.Peak.area	668	1038.6	1111.5	72.9	182.25	172.25	354.5	110	364.5	100	m40	GI map rep 2	large intestine	B	large intestine_B	12	89	uninfected	large intestine_B_uninfected_89	D2	july 11 2017	11.67	P2_H8
GIMap_P2_LI_Aq.Org_Mixed_H9.mzXML.Peak.area	669	1038.8	1132.8	94	235	225	460	110	470	100	m40	GI map rep 2	large intestine	A	large intestine_A	11	89	uninfected	large intestine_A_uninfected_89	D3	july 11 2017	24.38	P2_H9
GIMap_P2_LI_Aq.Org_Mixed_H10.mzXML.Peak.area	670	1034.4	1178.4	144	360	350	710	110	720	100	m40	GI map rep 2	cecum	NA	cecum_NA	10	89	uninfected	cecum_NA_uninfected_89	D4	july 11 2017	16.94	P2_H10
GIMap_P3_SI_Aq.Org_Mixed_G6.mzXML.Peak.area	672	1049.2	1114.2	65	162.5	152.5	315	110	325	100	m40	GI map rep 2	small intestine	F	small intestine_F	9	89	uninfected	small intestine_F_uninfected_89	D6	july 11 2017	31.02	P3_G6
GIMap_P3_SI_Aq.Org_Mixed_G7.mzXML.Peak.area	673	1045	1131.8	86.8	217	207	424	110	434	100	m40	GI map rep 2	small intestine	E	small intestine_E	8	89	uninfected	small intestine_E_uninfected_89	D7	july 11 2017	21.48	P3_G7
GIMap_P3_SI_Aq.Org_Mixed_G8.mzXML.Peak.area	674	1048	1273.5	225.5	563.75	553.75	1117.5	110	1127.5	100	m40	GI map rep 2	small intestine	D	small intestine_D	7	89	uninfected	small intestine_D_uninfected_89	D8	july 11 2017	11.28	P3_G8
GIMap_P3_SI_Aq.Org_Mixed_G9.mzXML.Peak.area	675	1028.4	1334.2	305.8	764.5	754.5	1519	110	1529	100	m40	GI map rep 2	small intestine	C	small intestine_C	6	89	uninfected	small intestine_C_uninfected_89	D9	july 11 2017	10.44	P3_G9
GIMap_P3_SI_Aq.Org_Mixed_G10.mzXML.Peak.area	676	1042.2	1430	387.8	969.5	959.5	1929	110	939	100	m40	GI map rep 2	small intestine	B/a	small intestine_B/a	5	89	uninfected	small intestine_B/a_uninfected_89	D10	july 11 2017	-9.789	P3_G10
GIMap_P3_Aq.Org_Mixed_E7.mzXML.Peak.area	678	1041.5	1173	131.5	328.75	318.75	647.5	110	657.5	100	m40	GI map rep 2	stomach	C	stomach_C	4	89	uninfected	stomach_C_uninfected_89	D12	july 11 2017	11.05	P3_E7
GIMap_P3_Aq.Org_Mixed_E8.mzXML.Peak.area	679	1039.4	1134.6	95.2	238	228	466	110	476	100	m40	GI map rep 2	stomach	B	stomach_B	3	89	uninfected	stomach_B_uninfected_89	E1	july 11 2017	64.28	P3_E8
GIMap_P2_Aq.Org_Mixed_A8.mzXML.Peak.area	68	1004.1	1054.4	50.3	125.75	115.75	241.5	110	251.5	100	m4	GI map rep 1	stomach	A	stomach_A	2	12	uninfected	stomach_A_uninfected_12	F9	42844	66.41	P2_A8
GIMap_P3_Aq.Org_Mixed_E9.mzXML.Peak.area	680	1036.3	1063.6	27.3	68.25	58.25	126.5	110	136.5	100	m40	GI map rep 2	stomach	A	stomach_A	2	89	uninfected	stomach_A_uninfected_89	E2	july 11 2017	-11.13	P3_E9
P1_Aq.Org_Mixed_D2.mzXML.Peak.area	681	1051.1	1071.3	20.2	50.5	50.5	101	55	101	50	m40	GI map rep 2	oesophagus	NA	oesophagus_NA	1	89	uninfected	oesophagus_NA_uninfected_89	E3	july 11 2017	33.3	P1_D2
GIMap_P2_LI_Aq.Org_Mixed_H12.mzXML.Peak.area	684	1051.5	1112.8	61.3	153.25	143.25	296.5	110	306.5	100	m41	GI map rep 2	large intestine	C	large intestine_C	13	89	uninfected	large intestine_C_uninfected_89	E6	july 11 2017	30.03	P2_H12
GIMap_P3_SI_Aq.Org_Mixed_G12.mzXML.Peak.area	689	1034.5	1115.7	81.2	203	193	396	110	406	100	m41	GI map rep 2	small intestine	F	small intestine_F	9	89	uninfected	small intestine_F_uninfected_89	E11	july 11 2017	41.86	P3_G12
P1_Aq.Org_Mixed_A2.mzXML.Peak.area	69	1011.1	1034.4	23.3	58.25	58.25	116.5	55	116.5	100	m4	GI map rep 1	oesophagus	NA	oesophagus_NA	1	12	uninfected	oesophagus_NA_uninfected_12	F10	42844	-2.464	P1_A2
GIMap_P3_SI_Aq.Org_Mixed_H1.mzXML.Peak.area	690	1034.2	1125	90.8	227	217	444	110	454	100	m41	GI map rep 2	small intestine	E	small intestine_E	8	89	uninfected	small intestine_E_uninfected_89	E12	july 11 2017	27.67	P3_H1
GIMap_P3_SI_Aq.Org_Mixed_H2.mzXML.Peak.area	691	1035.6	1263.2	227.6	569	559	1128	110	1138	100	m41	GI map rep 2	small intestine	D	small intestine_D	7	89	uninfected	small intestine_D_uninfected_89	F1	july 11 2017	-28.54	P3_H2
GIMap_P3_SI_Aq.Org_Mixed_H3.mzXML.Peak.area	692	1033.5	1342.4	308.9	772.25	762.25	1534.5	110	1544.5	100	m41	GI map rep 2	small intestine	C	small intestine_C	6	89	uninfected	small intestine_C_uninfected_89	F2	july 11 2017	20.85	P3_H3
GIMap_P3_SI_Aq.Org_Mixed_H4.mzXML.Peak.area	693	1048	1227.1	179.1	447.75	437.75	885.5	110	895.5	100	m41	GI map rep 2	small intestine	B/a	small intestine_B/a	5	89	uninfected	small intestine_B/a_uninfected_89	F3	july 11 2017	15.4	P3_H4
GIMap_P3_Aq.Org_Mixed_E10.mzXML.Peak.area	695	1033.7	1189.9	156.2	390.5	380.5	771	110	781	100	m41	GI map rep 2	stomach	C	stomach_C	4	89	uninfected	stomach_C_uninfected_89	F5	july 11 2017	24.52	P3_E10
GIMap_P3_Aq.Org_Mixed_E11.mzXML.Peak.area	696	1043.6	1114.8	71.2	178	168	346	110	356	100	m41	GI map rep 2	stomach	B	stomach_B	3	89	uninfected	stomach_B_uninfected_89	F6	july 11 2017	2.534	P3_E11
GIMap_P3_Aq.Org_Mixed_E12.mzXML.Peak.area	697	1047.4	1078.6	31.2	78	68	146	110	156	100	m41	GI map rep 2	stomach	A	stomach_A	2	89	uninfected	stomach_A_uninfected_89	F7	july 11 2017	68.78	P3_E12
P1_Aq.Org_Mixed_D3.mzXML.Peak.area	698	1028.6	1049	20.4	51	51	102	55	102	50	m41	GI map rep 2	oesophagus	NA	oesophagus_NA	1	89	uninfected	oesophagus_NA_uninfected_89	F8	july 11 2017	28.06	P1_D3
GIMap_P3_SI_Aq.Org_Mixed_H6.mzXML.Peak.area	706	1042.2	1135.7	93.5	233.75	223.75	457.5	110	467.5	100	m42	GI map rep 2	small intestine	F	small intestine_F	9	89	uninfected	small intestine_F_uninfected_89	G4	july 11 2017	47.46	P3_H6
GIMap_P3_SI_Aq.Org_Mixed_H7.mzXML.Peak.area	707	1038.5	1118.1	79.6	199	189	388	110	398	100	m42	GI map rep 2	small intestine	E	small intestine_E	8	89	uninfected	small intestine_E_uninfected_89	G5	july 11 2017	24.57	P3_H7
GIMap_P3_SI_Aq.Org_Mixed_H8.mzXML.Peak.area	708	1041.7	1262.1	220.4	551	541	1092	110	1102	100	m42	GI map rep 2	small intestine	D	small intestine_D	7	89	uninfected	small intestine_D_uninfected_89	G6	july 11 2017	52.52	P3_H8
GIMap_P3_SI_Aq.Org_Mixed_H9.mzXML.Peak.area	709	1041.9	1382.2	340.3	850.75	840.75	1691.5	110	701.5	100	m42	GI map rep 2	small intestine	C	small intestine_C	6	89	uninfected	small intestine_C_uninfected_89	G7	july 11 2017	5.513	P3_H9
GIMap_P3_SI_Aq.Org_Mixed_H10.mzXML.Peak.area	710	1038.3	1321.2	282.9	707.25	697.25	1404.5	110	1414.5	100	m42	GI map rep 2	small intestine	B/a	small intestine_B/a	5	89	uninfected	small intestine_B/a_uninfected_89	G8	july 11 2017	28.66	P3_H10
GIMap_P3_Aq.Org_Mixed_F3.mzXML.Peak.area	712	1033.7	1233.1	199.4	498.5	488.5	987	110	997	100	m42	GI map rep 2	stomach	C	stomach_C	4	89	uninfected	stomach_C_uninfected_89	G10	july 11 2017	-11.83	P3_F3
GIMap_P3_Aq.Org_Mixed_F4.mzXML.Peak.area	713	1035.4	1112.8	77.4	193.5	183.5	377	110	387	100	m42	GI map rep 2	stomach	B	stomach_B	3	89	uninfected	stomach_B_uninfected_89	G11	july 11 2017	22.32	P3_F4
GIMap_P3_Aq.Org_Mixed_F6.mzXML.Peak.area	714	1044.2	1085.7	41.5	103.75	93.75	197.5	110	207.5	100	m42	GI map rep 2	stomach	A	stomach_A	2	89	uninfected	stomach_A_uninfected_89	G12	july 11 2017	6.565	P3_F6
GIMap_P1_LI_Aq.Org_Mixed_A12.mzXML.Peak.area	72	1016.2	1086.1	69.9	174.75	164.75	339.5	110	349.5	100	m5	GI map rep 1	large intestine	C	large intestine_C	13	12	uninfected	large intestine_C_uninfected_12	G1	42844	3.163	P1_A12
GIMap_P1_SI_Aq.Org_Mixed_B2.mzXML.Peak.area	77	1005.2	1068.5	63.3	158.25	148.25	306.5	110	316.5	100	m5	GI map rep 1	small intestine	F	small intestine_F	9	12	uninfected	small intestine_F_uninfected_12	G6	42844	-14.42	P1_B2
GIMap_P1_SI_Aq.Org_Mixed_B3.mzXML.Peak.area	78	1013.6	1114.1	100.5	251.25	241.25	492.5	110	502.5	100	m5	GI map rep 1	small intestine	E	small intestine_E	8	12	uninfected	small intestine_E_uninfected_12	G7	42844	14.06	P1_B3
GIMap_P1_SI_Aq.Org_Mixed_B4.mzXML.Peak.area	79	1008.8	1237.4	228.6	571.5	561.5	1133	110	1143	100	m5	GI map rep 1	small intestine	D	small intestine_D	7	12	uninfected	small intestine_D_uninfected_12	G8	42844	62.52	P1_B4
GIMap_P1_SI_Aq.Org_Mixed_B5.mzXML.Peak.area	80	1011.8	1326.2	314.4	786	776	1562	110	1572	100	m5	GI map rep 1	small intestine	C	small intestine_C	6	12	uninfected	small intestine_C_uninfected_12	G9	42844	57.43	P1_B5
GIMap_P1_SI_Aq.Org_Mixed_B6.mzXML.Peak.area	81	1007.5	1303.2	295.7	739.25	729.25	1468.5	110	1478.5	100	m5	GI map rep 1	small intestine	B/a	small intestine_B/a	5	12	uninfected	small intestine_B/a_uninfected_12	G10	42844	26.69	P1_B6
GIMap_P2_Aq.Org_Mixed_A10.mzXML.Peak.area	83	1011.2	1124.1	112.9	282.25	272.25	554.5	110	564.5	100	m5	GI map rep 1	stomach	C	stomach_C	4	12	uninfected	stomach_C_uninfected_12	G12	42844	47.57	P2_A10
GIMap_P2_Aq.Org_Mixed_A11.mzXML.Peak.area	84	1005.3	1098.4	93.1	232.75	222.75	455.5	110	465.5	100	m5	GI map rep 1	stomach	B	stomach_B	3	12	uninfected	stomach_B_uninfected_12	H1	42844	43.64	P2_A11
GIMap_P2_Aq.Org_Mixed_A12.mzXML.Peak.area	85	1027.6	1089	61.4	153.5	143.5	297	110	307	100	m5	GI map rep 1	stomach	A	stomach_A	2	12	uninfected	stomach_A_uninfected_12	H2	42844	63.76	P2_A12
P1_Aq.Org_Mixed_A3.mzXML.Peak.area	86	1014.4	1036.4	22	55	55	110	55	110	100	m5	GI map rep 1	oesophagus	NA	oesophagus_NA	1	12	uninfected	oesophagus_NA_uninfected_12	H3	42844	13.2	P1_A3
GIMap_P1_LI_Aq.Org_Mixed_B5.mzXML.Peak.area	89	1024	1096	72	180	170	350	110	360	100	m6	GI map rep 1	large intestine	C	large intestine_C	13	12	uninfected	large intestine_C_uninfected_12	A3	42844	-0.4155	P1_B5
GIMap_P1_LI_Aq.Org_Mixed_B6.mzXML.Peak.area	90	1011.4	1105.2	93.8	234.5	224.5	459	110	469	100	m6	GI map rep 1	large intestine	B	large intestine_B	12	12	uninfected	large intestine_B_uninfected_12	A4	42844	45.16	P1_B6
GIMap_P1_LI_Aq.Org_Mixed_B7.mzXML.Peak.area	91	1025.3	1085.2	59.9	149.75	139.75	289.5	110	299.5	100	m6	GI map rep 1	large intestine	A	large intestine_A	11	12	uninfected	large intestine_A_uninfected_12	A5	42844	-26.62	P1_B7
GIMap_P1_LI_Aq.Org_Mixed_B8.mzXML.Peak.area	92	1015	1166.2	151.2	378	368	746	110	756	100	m6	GI map rep 1	cecum	NA	cecum_NA	10	12	uninfected	cecum_NA_uninfected_12	A6	42844	51.03	P1_B8
GIMap_P1_SI_Aq.Org_Mixed_B8.mzXML.Peak.area	94	1016.3	1071.2	54.9	137.25	127.25	264.5	110	274.5	100	m6	GI map rep 1	small intestine	F	small intestine_F	9	12	uninfected	small intestine_F_uninfected_12	A8	42844	11.8	P1_B8
GIMap_P1_SI_Aq.Org_Mixed_B9.mzXML.Peak.area	95	1011.7	1095	83.3	208.25	198.25	406.5	110	416.5	100	m6	GI map rep 1	small intestine	E	small intestine_E	8	12	uninfected	small intestine_E_uninfected_12	A9	42844	6.165	P1_B9
GIMap_P1_SI_Aq.Org_Mixed_B10.mzXML.Peak.area	96	1025.4	1282.1	256.7	641.75	631.75	1273.5	110	1283.5	100	m6	GI map rep 1	small intestine	D	small intestine_D	7	12	uninfected	small intestine_D_uninfected_12	A10	42844	44.86	P1_B10
GIMap_P1_SI_Aq.Org_Mixed_B11.mzXML.Peak.area	97	1015.7	1318.5	302.8	757	747	1504	110	1514	100	m6	GI map rep 1	small intestine	C	small intestine_C	6	12	uninfected	small intestine_C_uninfected_12	A11	42844	17.85	P1_B11
GIMap_P1_SI_Aq.Org_Mixed_B12.mzXML.Peak.area	98	1011.4	1156.8	145.4	363.5	353.5	717	110	727	100	m6	GI map rep 1	small intestine	B/a	small intestine_B/a	5	12	uninfected	small intestine_B/a_uninfected_12	A12	42844	32.18	P1_B12
